id,video_title,video_published_at,comment
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump is NOT a peace maker as a matter of fact he has turned his back on Ukraine who didn t start the War but takes the side of a War Criminal Dictator named Putin and calls Ukrainian President Zelensky a Dictator when Trump is the dictator like his boyfriend Putin
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump has no idea what s going on in the world
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,We love you sir
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I thought he was gonna end this war in one day I thought there would be no taxes on tips and overtime I thought prices would go down in the grocery store why didn t we deport those dog eating Haitians and thanks to President Bone Spurs my golden sneakers made in China have doubled in price I m starting to hate this guy
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump doesn t really have a clue of what s going on some times he s the last to find out
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Those eyes
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump is a North Korean dictator type fascist while at the same time he has pocketed nearly six billion using his office for personal profit Trump will bow out to Putin weakly his butt buddy Everybody knows of Trumps false bonespurs claims to escape his service displaying his nonstop cowardice since he was a spoiled child Now he is a demented old man with confused failed economic beliefs that serve his billionaire cabinet market manipulations enriching themselves
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,These so called friends of Trumps are spineless boot licking unconscious obsequious sycophants Who are afraid to stand up for what is right and just
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I will make the decision maybe I won t but I might I ll leave it up to congress I hope they do but I wish they won t strong leadership not senile
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Iran
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Iran
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Iran
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Islamic republic of Iran
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Make the decisions president trump walk away
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Wow what a strong stance way to stand up to those penguins though keep collecting their tariffs
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,FDJT Inspiring Democracy in other countries around the World
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump belongs in jail
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,What a knowing useful idiot
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,This guy is a stand up comedian
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I am not happy either Get trump out of office
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump is totally bungling these negotiations
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Soooooo orange
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Battlefield hunger games coming to an end The victors decide the outcome not fly by presidents
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Waste the MIDGET
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Fact
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Dear Trump supporters wake up Trump openly promotes Trumpcoin a memecoin used to buy access to him top buyers get to meet him and enjoy special privileges Most of these buyers are foreign trying to buy influence over American policies This isn t hidden it s blatant corruption a clear abuse of power and a betrayal of everything he supposedly stands for Trump is selling his influence openly breaking laws and putting his own interests above the American people
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Slava Russia
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,He looks like he is melting look at his nose The whites of his eyes look yellow and his left eye look bloodshot All that rage and vengeance he has toward Biden is affecting his health
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,FILES UPSTEIN REPORT FELON AMERICA WANTS INVESTIGATION
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I voted for this man
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Canadian PM just made Trump look so so stupid in front of the World
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump now backs away from his own Tarrifs to China China WINS again
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,What happened to I will end the war in hours
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Finish the war in hours wat happen Mr president
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,He is not happy about it
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Does your president KNOW ANYTHING he saids he DOESN T KNOW EVERYDAY DOES HE REALLY KNOW ANYTHING
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump is an IDIOT
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Mom Momala where are you my school bus buddy now
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,God bless you Donald Trump
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I m and got a bad back But I got one more enlistment in me Let s go get Russia
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Mr President Donald John Trump
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,His lower teeth don t look good
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,things that helped me understand what s really going on I stopped arguing with people online I studied the power dynamics nobody teaches I found Atruve and never saw influence the same again
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,things that helped me understand what s really going on I stopped arguing with people online I studied the power dynamics nobody teaches I found Atruve and never saw influence the same again
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,things that helped me understand what s really going on I stopped arguing with people online I studied the power dynamics nobody teaches I found Atruve and never saw influence the same again
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,things that helped me understand what s really going on I stopped arguing with people online I studied the power dynamics nobody teaches I found Atruve and never saw influence the same again
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Sad all this burden should be put on one man but when you have mail in votes by my dead father and dog I guess you get the votes
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,CACASSSS AT T TELECOM FEDERAL AGENCIES GOB
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,What happened
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Thank you Mr Trump for all you do to keep America safe
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,The Me No Norhing Presidenr Nobody cares about your happiness when millions are UNHAPPY because of YOU
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Beautiful tie
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Media I hope you get it figured out
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,WGY President Trump
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Sounds like an admission of desperation
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Money given to stop a war Exorcising nd amendment rights and its understanding towards public duty and Government Another pope the magic dragon not needed
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump promised he would have peace in the first hours claimed it was easy And MAGA believed him
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,We are so thankful for our President TRUMP
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Call your buddy putin
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,JESHUA IS Q JESHUA IS THE CREATOR JESHUA IS HERE WE LOVE YOU DEAR JESHUA JESHUA CHOSEN TRUMP FOR THE JOB IN THIS SPIRUTUAL WAR JESHUA GUIDES SUPPORTS AND LOVES OUR PRESIDENT TRUMP FOLLOWS JESHUA DIRECTION WHO GOES AGAINST JESHUA IN THIS BIBLICAL FIGHT GOES AGAINST OUR LORD DIVINE IS IN CHARGE ELON MUSK IS A PART OF DIVINE ELOHIM GROUP APPOINTED BY JESHUA FOR THE DOGE JOB WE LOVE YOU DEAR ELON
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Who s cares u not happy about that
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Russia will take land in Ukraine USA will take minerals Ukraine will take a nap
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Strong leadership is needed now
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,When the interviewer is better informed than the most resourced person on the planet What the f is he doing other than mouthing off and playing golf Take your job seriously Donald
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I guess u can see he is not Putin s lapdog Those who have been criticizing his every day moves get ready bcus once NATO gets involved its WW
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Trump just said FAFO
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,I am white on white American I have no police record and am not deep in debt GenXer I was blessed with a Lutheran Christian education and even I don t feel safe in Trumps world Trump is a great deceiver Do not trust the orange man that lies easer then the man can breathe Nothing good comes from hypocrisy
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Truman did what he had to do but he wasn t happy about it
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Who cares Focus on America HOLOGRAPHY Greenville Ohio National security threat Casting to people s brains Identity Theft
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Mr President thank you for all you re doing for us Our great Commander in Chief
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Stop the killing
3Y2nyBD0yLU,Trump warns of 'decisions' that may need to be made in Ukraine-Russia peace talks #trump #news #fox,2025-05-07,Donnie No Deal
